,fg3a_heave,dbpm,pts_per_poss,fg2a_per_poss,ft_pct,usg_pct,fg3_pct,gs,pct_fga_00_03,tov_per_g,pos,ows,ws,ast_per_g,fg3a_pct_fga,fga_per_poss,fg3_per_g,vorp,fg2_pct,tov_per_poss,fg2_pct_ast,per,mp,fg2a_per_g,off_rtg,stl_per_g,team_id,pts_per_g,pf_per_poss,fg_pct_16_xx,fg3a_per_fga_pct,pct_fga_03_10,blk_per_g,ws_per_48,drb_per_g,fg3_heave,fg3_per_poss,orb_per_g,stl_per_poss,fg_pct,fta_per_fga_pct,fg2a_pct_fga,pct_fg3a_corner,fg_pct_00_03,fg3_pct_ast,stl_pct,fg3a_per_g,ast_pct,mp_per_g,efg_pct,dws,orb_per_poss,blk_pct,trb_per_poss,age,ast_per_poss,avg_dist,year,fg_pct_10_16,fga_per_g,blk_per_poss,fg2_per_poss,fg3_pct_corner,fg3a_per_poss,drb_per_poss,ts_pct,ft_per_g,fg_pct_03_10,fg2_per_g,fg_per_g,bpm,g,trb_pct,ft_per_poss,lg_id,drb_pct,def_rtg,orb_pct,fg2_dunk,tov_pct,fta_per_poss,pf_per_g,name,fta_per_g,obpm,pct_fga_10_16,trb_per_g,pct_fg2_dunk,pct_fga_16_xx,fg_per_poss,allstar
1116,2,-2.3,23.1,9.6,0.733,18.5,0.408,0,0.171,0.5,SG,0.5,0.8,1.1,0.467,18,1,0.1,0.571,1.5,0.813,15.3,279,2.8,116,0.5,GSW,6.8,3.1,0.444,0.467,0.19,0.2,0.13,1.2,0,3.4,0.2,1.5,0.495,0.143,0.533,0.286,0.778,0.9,1.5,2.5,11,14,0.59,0.2,0.7,0.8,4.8,25,3.8,16.5,2016-17,0.444,5.3,0.5,5.5,0.286,8.4,4.1,0.605,0.6,0.5,1.6,2.6,-0.8,20,5.5,1.9,NBA,8.8,108,1.7,0,7.5,2.6,0.9,Ian Clark,0.8,1.5,0.086,1.4,0,0.086,8.9,0
1123,0,5.3,7.9,7.8,0.273,10.9,0,16,0.426,1.8,C,-0.1,0.5,2.2,0.016,7.9,0,0.2,0.483,3.6,0.552,10.9,400,3.8,94,0.6,DAL,3.8,7.4,,0.016,0.508,0.9,0.061,7.8,0,0,2.6,1.3,0.475,0.18,0.984,0,0.615,,1.3,0.1,13.8,25,0.475,0.6,5.3,3.2,21.6,32,4.6,4.4,2016-17,0.333,3.8,1.8,3.8,,0.1,16.3,0.463,0.2,0.387,1.8,1.8,-0.3,16,23.6,0.4,NBA,38.6,102,10.8,7,29.8,1.4,3.6,Andrew Bogut,0.7,-5.6,0.049,10.4,0.131,0,3.8,0
1128,0,-1.7,28.4,20.9,0.877,26.4,0.303,21,0.184,1.5,SF,0.5,1,1.2,0.174,25.2,1,-0.2,0.484,2.1,0.388,15.9,783,15,103,0.8,DAL,20.4,2.5,0.439,0.174,0.161,0.2,0.061,4.2,0,1.3,1.5,1.1,0.453,0.192,0.826,0.242,0.686,0.95,1.1,3.1,6.6,37.3,0.479,0.5,2.1,0.5,7.9,24,1.7,13.4,2016-17,0.352,18.1,0.3,10.1,0.25,4.4,5.8,0.519,3,0.492,7.2,8.2,-2.8,21,8.7,4.3,NBA,13.9,110,4.2,10,7,4.8,1.8,Harrison Barnes,3.5,-1.1,0.187,5.7,0.032,0.3,11.4,0
1135,0,-2.3,20.5,14.8,0.857,17.9,0.391,0,0.292,0.2,SG,0.4,0.5,1.1,0.217,18.9,0.4,0,0.494,0.7,0.341,14.4,265,4,114,0.4,PHO,5.5,3.6,0.581,0.217,0.085,0,0.096,1.2,0,1.6,0.2,1.4,0.472,0.066,0.783,0.391,0.613,1,1.4,1.1,14.8,12.6,0.514,0.1,0.7,0.3,5.2,34,4.3,13.6,2016-17,0.333,5,0.2,7.3,0.556,4.1,4.5,0.527,0.3,0,2,2.4,-2.4,21,6,1.1,NBA,10.7,112,1.6,0,3.5,1.3,1,Leandro Barbosa,0.3,-0.2,0.113,1.4,0,0.292,8.9,0
1137,2,1.5,15.2,10.4,0.738,16.1,0.2,1,0.407,0.9,SG,0.1,0.6,1.9,0.221,13.4,0.2,0.2,0.466,2.4,0.463,10.9,433,3.8,100,0.9,SAS,5.6,4.7,0.389,0.221,0.159,0.4,0.071,1.9,0,0.6,0.3,2.4,0.407,0.372,0.779,0.44,0.587,1,2.4,1.1,15.1,18.8,0.429,0.6,0.8,1.9,5.9,27,5.2,11,2016-17,0.5,4.9,1.2,4.9,0.091,3,5.1,0.487,1.3,0.222,1.8,2,-0.6,23,6.7,3.7,NBA,11.4,104,1.9,12,13.2,5,1.7,Jonathon Simmons,1.8,-2.1,0.053,2.2,0.133,0.159,5.5,0
1144,0,-2.5,18.7,15.1,0.862,19.9,0.333,15,0.242,1.7,PG,0.1,0.4,4.4,0.117,17.1,0.3,-0.3,0.442,3.5,0.2,11,385,7.5,101,0.4,SAS,9.3,4,0.424,0.117,0.281,0.1,0.046,1.5,0,0.7,0.3,0.8,0.43,0.227,0.883,0.667,0.516,1,0.8,1,26.9,25.7,0.449,0.2,0.5,0.2,3.6,34,8.8,11.2,2016-17,0.231,8.5,0.1,6.7,0.3,2,3.1,0.497,1.7,0.472,3.3,3.7,-4.6,15,4,3.3,NBA,6.9,110,1.2,0,15.6,3.9,2,Tony Parker,1.9,-2.1,0.102,1.8,0,0.258,7.3,0
1151,0,-2.1,24.7,7.7,0.941,19.8,0.43,4,0.148,1.3,PG,1.6,2,3.6,0.566,17.8,2,0.7,0.561,2.8,0.543,18.8,545,3.6,123,0.7,SAS,11.4,3.1,0.432,0.566,0.037,0,0.18,1.7,0,4.3,0.4,1.5,0.487,0.18,0.434,0.262,0.75,0.848,1.5,4.7,25,23.7,0.608,0.4,0.9,0,4.6,28,7.8,19.1,2016-17,0.8,8.2,0,4.3,0.536,10.1,3.7,0.642,1.4,0.286,2,4,3.1,23,5.2,3,NBA,8.2,109,2.1,0,12.8,3.2,1.4,Patty Mills,1.5,5.2,0.026,2.1,0,0.233,8.7,0
1153,0,-4.1,22.1,26.6,0.857,27.5,,0,0.333,0.1,C,-0.1,0,0,0,26.6,0,-0.1,0.292,1.1,0.857,12.1,46,2.7,88,0.1,DET,2.2,7.8,,0,0.542,0.3,0.024,1.2,0,0,0.7,1.1,0.292,0.292,1,,0.375,,1.1,0,0,5.1,0.292,0.1,6.6,5.3,18.8,28,0,5.3,2016-17,0,2.7,3.3,7.8,,0,12.2,0.369,0.7,0.308,0.8,0.8,-13.9,9,20,6.6,NBA,25.7,97,14.2,0,3.6,7.8,0.8,Boban Marjanovic,0.8,-9.8,0.125,1.9,0.042,0,7.8,0
1159,0,0.6,36.9,19.3,0.911,30.4,0.387,23,0.19,1.8,SF,2.7,3.9,3,0.274,26.6,1.9,1.7,0.493,2.8,0.352,26.7,782,12.8,118,2,SAS,24.4,2.4,0.534,0.274,0.141,0.5,0.24,4.8,0,2.8,1.2,3,0.464,0.388,0.726,0.153,0.584,0.814,3,4.8,16.1,34,0.517,1.2,1.8,1.2,9.1,25,4.5,14.4,2016-17,0.431,17.6,0.7,9.5,0.353,7.3,7.2,0.593,6.2,0.386,6.3,8.2,6.4,23,10.2,9.4,NBA,16.2,102,4.1,19,8.1,10.3,1.6,Kawhi Leonard,6.8,5.8,0.178,6,0.057,0.217,12.4,0
1166,1,1.1,14.9,2.7,0.8,12.6,0.409,15,0.105,0.9,SG,0.5,0.9,2.1,0.767,11.6,1.8,0.4,0.55,1.9,0.727,12,382,1.3,114,0.7,SAS,7.4,3.4,0.667,0.767,0.035,0.7,0.112,2.7,0,3.6,0.2,1.5,0.442,0.116,0.233,0.242,0.778,0.926,1.5,4.4,12.3,25.5,0.599,0.4,0.4,2.2,5.8,29,4.3,21.6,2016-17,0,5.7,1.3,1.5,0.563,8.9,5.4,0.614,0.5,0,0.7,2.5,2.5,15,6.5,1.1,NBA,12.1,106,0.9,1,13.4,1.3,1.7,Danny Green,0.7,1.4,0.023,2.9,0.012,0.07,5.1,0
1173,3,1.2,19.6,9.1,0.875,21.2,0.355,0,0.211,1.5,SG,-0.1,0.5,2.5,0.484,17.7,1.2,0.3,0.364,4,0.5,13,372,3.5,97,1.3,SAS,7.5,4.1,0,0.484,0.133,0.3,0.066,2.2,0,3,0.4,3.3,0.359,0.25,0.516,0.21,0.481,0.773,3.3,3.3,19.3,19.6,0.445,0.6,1.1,1.1,6.9,39,6.5,16.6,2016-17,0.385,6.7,0.7,3.3,0.308,8.6,5.8,0.5,1.5,0.353,1.3,2.4,0.8,19,7.7,3.9,NBA,13,103,2.5,0,17,4.4,1.6,Manu Ginobili,1.7,-0.4,0.102,2.6,0,0.07,6.4,0
1186,0,-0.6,12,7.1,0.857,13.5,0.222,12,0.296,1.2,PF,0,0.2,2.2,0.38,11.5,0.4,0,0.568,2.9,0.32,7.3,324,2.9,99,0.2,UTA,4.9,4.2,0.167,0.38,0.155,0,0.035,1.8,0,1,0.7,0.5,0.437,0.099,0.62,0.185,0.714,1,0.5,1.8,15.4,21.6,0.479,0.2,1.8,0,6.1,34,5.3,13.4,2016-17,0.5,4.7,0,4,0.8,4.4,4.4,0.499,0.4,0.545,1.7,2.1,-2.5,15,6.7,1,NBA,9.1,110,4.1,0,19.5,1.1,1.7,Boris Diaw,0.5,-1.9,0.085,2.5,0,0.085,5,0
1200,0,2.9,9.5,5.8,0.833,9.1,0.455,7,0.238,0.4,SG,0.2,0.7,0.9,0.262,7.8,0.3,0.2,0.419,1.3,0.462,11.4,275,1.6,113,0.6,SAS,2.6,2.4,0,0.262,0.31,0.3,0.115,2.4,0,0.9,0.5,2.2,0.429,0.286,0.738,0.727,0.6,1,2.2,0.6,9.2,13.8,0.488,0.4,1.7,1.8,10.5,23,3.4,11.6,2016-17,0.25,2.1,1.1,2.4,0.625,2.1,8.8,0.539,0.5,0.462,0.7,0.9,1.2,20,11.7,1.9,NBA,19.7,103,3.8,0,12.9,2.2,0.7,Kyle Anderson,0.6,-1.7,0.095,2.8,0,0.095,3.4,0
1207,0,0.6,26.1,20.2,0.81,24.1,0.476,21,0.171,1.5,PF,0.8,1.7,1.7,0.072,21.7,0.5,0.3,0.465,2.4,0.595,17.4,690,12.9,107,0.8,SAS,16.7,3.5,0.394,0.072,0.209,1.1,0.117,4.7,0,0.7,1.8,1.3,0.466,0.288,0.928,0.476,0.7,1,1.3,1,8.7,32.9,0.483,0.9,2.8,2.8,10.2,31,2.6,12.6,2016-17,0.426,13.9,1.7,9.4,0.5,1.6,7.4,0.532,3.2,0.426,6,6.5,-0.2,21,11.4,5.1,NBA,16.5,105,6.4,11,8.9,6.3,2.2,LaMarcus Aldridge,4,-0.8,0.209,6.5,0.055,0.339,10.1,0
1212,1,-0.7,22.8,16.9,0.652,24.9,0.344,16,0.38,2.2,SG,-0.4,0,3.9,0.266,23,1.3,-0.1,0.399,3.5,0.254,11.2,509,10.5,93,0.9,MIA,14.2,4.1,0.346,0.266,0.092,0.6,0.004,3,0,2.1,0.4,1.5,0.384,0.201,0.734,0.262,0.483,1,1.5,3.8,20.8,31.8,0.43,0.5,0.7,1.5,5.5,25,6.3,12.6,2016-17,0.375,14.3,1,6.7,0.438,6.1,4.8,0.455,1.9,0.19,4.2,5.5,-2.6,16,5.8,3,NBA,10.4,108,1.4,1,12.3,4.6,2.6,Dion Waiters,2.9,-1.9,0.035,3.4,0.004,0.227,8.8,0
1217,0,-1.7,8.5,4.8,0.75,12.3,0.125,0,0.321,0.5,SF,-0.3,-0.1,0.1,0.571,11.3,0.2,-0.2,0.5,2,0.667,-0.1,120,1.2,67,0.1,OKC,2.1,4.8,,0.571,0.107,0.2,-0.059,1.4,0,0.8,0.1,0.4,0.286,0.143,0.429,0.313,0.667,1,0.4,1.6,1.1,12,0.321,0.1,0.4,1.3,6.1,28,0.4,15.1,2016-17,,2.8,0.8,2.4,0.2,6.5,5.7,0.353,0.3,0,0.6,0.8,-9.4,10,6.9,1.2,NBA,12.6,108,0.9,1,14.4,1.6,1.2,Kyle Singler,0.4,-7.7,0,1.5,0.036,0,3.2,0
1221,0,2.4,11.1,5.8,0.286,10.3,0.316,22,0.522,0.6,SF,0.3,1.3,1.1,0.413,9.9,0.8,0.5,0.58,1,0.851,9.6,679,3.7,106,1.2,OKC,7.1,4.2,0,0.413,0.043,1.1,0.092,3.5,0,1.3,1,1.9,0.471,0.203,0.587,0.474,0.653,1,1.9,2.6,4.8,30.9,0.536,1,1.5,2.7,7.1,25,1.7,11.1,2016-17,,6.3,1.7,3.4,0.37,4.1,5.6,0.519,0.4,0,2.1,3,0.7,22,8.1,0.6,NBA,12.4,103,3.5,14,8.5,2,2.7,Andre Roberson,1.3,-1.7,0,4.5,0.123,0.022,4.6,0
1229,0,-7.3,0,0,,17.7,0,0,0,0,PF,0,0,0,1,19.8,0,0,,0,,-13.8,5,0,0,0,MIL,0,0,,1,0,0,-0.389,0.5,0,0,0,0,0,0,0,0,,,0,1,0,2.5,0,0,0,0,9.9,33,0,26,2016-17,,1,0,0,,19.8,9.9,0,0,,0,0,-23,2,10.9,0,NBA,21.3,109,0,0,0,0,0,Steve Novak,0,-15.6,0,0.5,0,0,0,0
1236,0,-3.3,21,8.9,0.8,17.4,0.349,0,0.082,0.3,SG,0.3,0.5,0.6,0.506,18,0.9,-0.1,0.548,0.8,0.478,12.2,229,2.6,114,0.3,OKC,6.2,2.3,0.3,0.506,0.129,0.1,0.105,0.5,0,3.2,0.2,0.8,0.447,0.118,0.494,0.349,0.714,1,0.8,2.7,6.6,14.3,0.535,0.2,0.6,0.7,2.3,31,2.1,17.7,2016-17,0.429,5.3,0.4,4.9,0.333,9.1,1.7,0.554,0.5,0.818,1.4,2.4,-3.6,16,2.7,1.7,NBA,3.8,110,1.5,0,4.3,2.1,0.7,Anthony Morrow,0.6,-0.3,0.165,0.7,0,0.118,8,0
1250,0,-1.1,32.2,21.1,0.785,26.2,0.176,0,0.535,1.4,C,1.1,1.8,0.6,0.084,23,0.1,0.1,0.6,3.5,0.631,23.8,425,8.4,115,0.4,OKC,12.8,5.5,0.353,0.084,0.198,0.9,0.202,4,0,0.3,2,1,0.564,0.322,0.916,0.647,0.713,1,1,0.8,5.4,19.3,0.572,0.7,4.9,3.5,14.9,24,1.5,6.7,2016-17,0.35,9.2,2.2,12.7,0.091,1.9,10,0.611,2.3,0.525,5,5.2,-1.1,22,17.1,5.8,NBA,22.3,102,11.5,14,11.9,7.4,2.2,Enes Kanter,3,0,0.099,6,0.074,0.084,13,0
1257,0,1.1,24,14.7,0.841,20.9,0.392,23,0.171,1.3,PF,0.8,1.8,0.9,0.269,20.1,1.3,0.4,0.507,2.1,0.676,17.4,695,8.7,108,0.6,ORL,14.3,4,0.469,0.269,0.225,1.9,0.127,4.9,0,2.1,1.7,1,0.476,0.16,0.731,0.081,0.723,0.966,1,3.2,5.2,30.2,0.529,1,2.9,4.8,11.2,27,1.5,13.8,2016-17,0.442,12,3.1,7.5,0.167,5.4,8.3,0.557,1.6,0.419,4.4,5.7,0.5,23,11.8,2.7,NBA,17.6,103,6.1,11,9,3.2,2.4,Serge Ibaka,1.9,-0.6,0.156,6.7,0.044,0.178,9.6,0
1265,1,2.3,36.4,16.8,0.86,27.2,0.407,23,0.272,2.1,SF,3.6,5,4.8,0.28,23.3,1.9,2.1,0.604,3,0.571,29.4,792,12.1,128,1.4,GSW,26.2,3,0.567,0.28,0.114,1.7,0.305,7.8,0,2.7,0.7,2,0.549,0.407,0.72,0.13,0.829,0.773,2,4.7,21.8,34.4,0.606,1.4,1,3.8,11.8,28,6.6,13.4,2016-17,0.38,16.8,2.4,10.1,0.643,6.5,10.8,0.663,5.9,0.477,7.3,9.2,8.7,23,13.4,8.2,NBA,23,101,2.4,44,9.7,9.5,2.2,Kevin Durant,6.8,6.4,0.184,8.5,0.119,0.155,12.8,0
1272,0,-2.2,0,4.4,,5.8,,0,0.5,0.2,PF,0,0,1,0,4.4,0,-0.1,0,2.2,,0.3,22,0.4,72,0,OKC,0,6.6,,0,0.5,0,-0.031,0.4,0,0,0,0,0,0,1,,0,,0,0,27.4,4.4,0,0,0,0,4.4,36,11,5.5,2016-17,,0.4,0,0,,0,4.4,0,0,0,0,0,-11.5,5,5,0,NBA,9.8,110,0,0,33.3,0,0.6,Nick Collison,0,-9.3,0,0.4,0,0,0,0
1276,0,1.1,17.3,12.4,0.754,15.4,,22,0.494,1.9,C,0.8,1.8,0.6,0,12.4,0,0.2,0.553,3.1,0.702,14.8,664,7.7,110,1.2,OKC,10.8,3.9,0,0,0.441,0.9,0.129,4.9,0,0,2.8,1.9,0.553,0.382,1,,0.655,,1.9,0,2.8,30.2,0.553,1,4.5,2.2,12.3,23,0.9,4,2016-17,0.3,7.7,1.4,6.9,,0,7.8,0.597,2.2,0.48,4.3,4.3,-0.8,22,14.1,3.6,NBA,17.4,103,10.6,28,17.5,4.7,2.5,Steven Adams,3,-1.9,0.059,7.7,0.218,0.006,6.9,0
1281,0,-0.4,17.9,10.5,0.65,17.8,0.339,0,0.329,0.9,SG,0.1,0.7,2,0.353,16.2,0.9,0,0.454,2,0.163,9.6,513,4.7,101,0.6,LAC,8,4.6,0.25,0.353,0.168,0.2,0.063,1.6,0,1.9,0.2,1.4,0.413,0.24,0.647,0.203,0.582,0.7,1.4,2.6,13.3,22.3,0.473,0.5,0.4,0.6,4,24,4.4,12.9,2016-17,0.556,7.3,0.4,4.8,0.333,5.7,3.6,0.498,1.1,0.286,2.1,3,-1.7,23,4.5,2.5,NBA,7.9,107,0.9,1,10.2,3.9,2,Austin Rivers,1.7,-1.3,0.054,1.8,0.018,0.096,6.7,0
1288,0,-1.6,27.9,10,0.906,22.6,0.454,22,0.097,1.7,SG,0.9,1.5,1,0.502,20.2,2.5,0.4,0.5,3.2,0.797,15.7,586,5.4,111,0.8,LAC,14.9,2.9,0.477,0.502,0.042,0.1,0.126,1.8,0,4.6,0.1,1.4,0.477,0.224,0.498,0.185,0.652,0.963,1.4,5.4,6.5,26.6,0.591,0.6,0.2,0.4,3.6,32,2,19.6,2016-17,0.4,10.8,0.3,5,0.455,10.1,3.4,0.63,2.2,0.5,2.7,5.1,0.6,22,4,4.1,NBA,7.5,107,0.4,0,12.7,4.5,1.5,J.J. Redick,2.4,2.2,0.084,1.9,0,0.274,9.6,0
1299,0,-0.2,23.2,9.4,0.781,19.9,0.357,73,0.053,1.3,SF,3.2,5.5,2,0.737,17.6,1.6,1.7,0.4,2.5,0.5,15.2,77,4.8,112,0.6,LAC,11.9,4.3,0.333,0.462,0.053,0.3,0.138,3.4,0,3.2,0.6,1.2,0.368,0.32,0.263,0.286,0,1,1.2,4.2,11.9,26.2,0.537,2.3,1.2,1,7.9,39,3.9,21.5,2016-17,,9,0.6,4.7,0.75,8.1,6.7,0.58,2.2,1,2.4,4,1.5,6,8.7,4.4,NBA,14.3,104,2.7,0,10.9,5.6,2.2,Paul Pierce,2.9,1.7,0,4,0,0.158,7.8,0
1306,1,2.5,28,11.3,0.898,23.7,0.397,23,0.084,2.3,PG,3.2,4.6,9,0.423,19.7,2.1,2.4,0.503,3.7,0.108,27.5,725,7.2,126,2.5,LAC,17.7,3.8,0.525,0.423,0.091,0.2,0.305,4.4,0,3.3,0.8,3.9,0.458,0.378,0.577,0.099,0.625,0.396,3.9,5.3,46.2,31.5,0.542,1.4,1.2,0.6,8.3,31,14.2,18.2,2016-17,0.407,12.4,0.3,5.7,0.417,8.3,7,0.61,4.2,0.538,3.6,5.7,11.1,23,9.2,6.7,NBA,15.5,99,2.8,0,13.9,7.4,2.4,Chris Paul,4.7,8.6,0.189,5.2,0,0.213,9,0
1313,0,2.6,12.8,5.9,0.595,11.2,0.405,23,0.46,0.8,PF,0.4,1.2,0.3,0.37,9.3,0.7,0.6,0.556,1.7,0.743,10.8,534,2.7,109,1.3,LAC,6,2.8,0.444,0.37,0.06,0.5,0.106,1.6,0,1.4,0.8,2.8,0.5,0.37,0.63,0.919,0.652,1,2.8,1.6,1.9,23.2,0.575,0.8,1.8,1.8,5.1,30,0.7,11.7,2016-17,0.5,4.3,1.1,3.3,0.441,3.5,3.4,0.589,1,0,1.5,2.2,2.3,23,5.7,2.1,NBA,7.4,103,4,4,13.4,3.5,1.3,Luc Mbah a Moute,1.6,-0.3,0.02,2.4,0.04,0.09,4.7,0
1320,0,2.6,17.3,10.5,0.509,14.6,0,23,0.87,1.6,C,1.3,2.8,0.6,0.006,10.5,0,0.6,0.641,2.5,0.684,18,729,6.7,118,0.5,LAC,11,4.2,,0.006,0.123,1.7,0.186,9.5,0,0,3.3,0.8,0.636,0.727,0.994,0,0.679,,0.8,0,2.9,31.7,0.636,1.5,5.3,4.3,20.2,28,1,1.6,2016-17,,6.7,2.7,6.7,,0.1,14.9,0.622,2.5,0.368,4.3,4.3,1.3,23,22.6,3.9,NBA,32.9,98,11.9,64,15,7.7,2.7,DeAndre Jordan,4.9,-1.2,0,12.8,0.448,0,6.7,0
1327,0,2,11.9,5.2,1,13.4,0.281,0,0.148,0.4,SF,-0.1,0.3,0.4,0.593,12.9,0.5,0,0.409,1.7,0.667,7.8,209,1.3,94,0.3,LAC,2.9,7.2,0.333,0.593,0,0.6,0.066,2.4,0,2.1,0.6,1.2,0.333,0.093,0.407,0.406,0.625,1,1.2,1.9,4,12.3,0.417,0.4,2.4,3.8,12.2,29,1.4,19.7,2016-17,0,3.2,2.4,2.1,0.462,7.6,9.8,0.445,0.3,,0.5,1.1,-1.3,17,13.6,1.2,NBA,21.6,101,5.4,2,11.1,1.2,1.8,Wesley Johnson,0.3,-3.3,0.019,3,0.056,0.222,4.3,0
1334,1,2.8,31.4,22.8,0.748,28.9,0.227,22,0.359,2.1,PF,1.8,3.1,4.6,0.062,24.3,0.2,1.3,0.485,3.2,0.602,23.4,725,15.1,112,1.1,LAC,20.7,4,0.414,0.062,0.184,0.6,0.202,6.9,0,0.3,2,1.7,0.469,0.449,0.938,0.364,0.685,1,1.7,1,24.8,33,0.476,1.2,3.1,1.6,13.5,27,7,10,2016-17,0.393,16.1,1,11.1,0.375,1.5,10.5,0.538,5.4,0.246,7.3,7.5,5.3,22,15.1,8.2,NBA,23.1,101,7,21,10,10.9,2.6,Blake Griffin,7.2,2.5,0.079,9,0.071,0.314,11.4,0
1342,1,-1.8,23.9,12.6,0.881,22.2,0.337,0,0.102,1.1,SG,0.6,1.1,2.1,0.388,20.6,1.4,0.1,0.453,2.1,0.206,13.1,593,6.5,106,0.7,LAC,12.3,2.5,0.451,0.388,0.118,0,0.091,1.4,0,2.7,0.2,1.4,0.408,0.241,0.612,0.168,0.64,0.688,1.4,4.1,12.9,25.8,0.473,0.6,0.3,0.1,3,36,4,17.8,2016-17,0.423,10.7,0.1,5.7,0.188,8,2.7,0.524,2.3,0.31,3,4.3,-1.6,23,3.4,4.4,NBA,5.9,107,0.8,1,8.4,5,1.3,Jamal Crawford,2.6,0.2,0.106,1.6,0.004,0.29,8.4,0
1354,0,2.5,11.5,8.8,0.692,9.5,,0,0.52,0.3,C,0.5,0.9,0.5,0,8.8,0,0.3,0.56,1.1,0.786,15.4,285,2.3,128,0.7,MIN,3,7.6,,0,0.46,0.6,0.152,2.7,0,0,1.3,2.6,0.56,0.26,1,,0.692,,2.6,0,5.6,13,0.56,0.4,5.1,3.9,15.7,28,1.9,3.2,2016-17,0,2.3,2.3,4.9,,0,10.6,0.583,0.4,0.435,1.3,1.3,2,22,18,1.6,NBA,25.5,105,11.2,7,9.7,2.3,2,Cole Aldrich,0.6,-0.5,0.02,4,0.14,0,4.9,0
1359,0,-2.9,16.5,11.8,0.833,20.5,0,0,0.286,0,PG,0,0,0.4,0.286,16.5,0,0,0.2,0,0,9.1,21,1,95,0,CHO,1.4,0,1,0.286,0.143,0,0.019,0.6,0,0,0.2,0,0.143,0.857,0.714,0.5,0,,0,0.4,13.2,4.2,0.143,0,2.4,0,9.4,31,4.7,12.6,2016-17,0,1.4,0,2.4,0,4.7,7.1,0.363,1,0,0.2,0.2,-7.7,5,10.1,11.8,NBA,14.9,108,5.2,0,0,14.1,0,Brian Roberts,1.2,-4.7,0.143,0.8,0,0.143,2.4,0
1363,2,1.8,17.4,13.9,0.5,17.1,0,24,0.56,1.6,C,1.1,1.6,4.5,0.01,14.1,0,0.6,0.529,2.8,0.77,17.4,664,7.9,112,0.9,POR,9.8,4.7,0.259,0.01,0.188,1,0.113,5.2,0,0,1.9,1.5,0.524,0.377,0.99,0,0.701,,1.5,0.1,24.2,27.7,0.524,0.5,3.4,3,12.6,26,7.9,6.1,2016-17,0.316,8,1.8,7.4,,0.1,9.2,0.53,1.5,0.333,4.2,4.2,1.9,24,14,2.6,NBA,20.8,109,7.5,33,14.6,5.3,2.7,Mason Plumlee,3,0,0.099,7.1,0.173,0.141,7.4,0
1368,2,-2.7,31.3,16.3,0.901,26.3,0.46,24,0.181,2.1,SG,2,2.2,3.7,0.335,24.5,2.7,0.7,0.482,2.9,0.301,20.1,829,11.5,114,1.1,POR,22.1,4.1,0.422,0.335,0.152,0.5,0.125,2.8,0,3.8,0.8,1.6,0.475,0.195,0.665,0.158,0.48,0.813,1.6,5.8,18.3,34.5,0.552,0.1,1.2,1,5.1,25,5.2,15.3,2016-17,0.527,17.3,0.6,7.8,0.5,8.2,3.9,0.589,3,0.524,5.5,8.2,1.2,24,5.7,4.3,NBA,8.8,114,2.6,2,10,4.8,2.9,C.J. McCollum,3.4,4,0.133,3.6,0.007,0.2,11.6,0
1373,0,-2.9,37.8,16.7,0.889,31.3,0.36,24,0.278,2.7,PG,3.2,3.4,5.5,0.371,26.5,2.6,1.3,0.514,3.7,0.267,25,857,12.2,118,1,POR,27.6,3.6,0.469,0.371,0.131,0.3,0.19,4.3,0,3.5,0.6,1.3,0.457,0.427,0.629,0.035,0.612,0.548,1.3,7.2,26.9,35.7,0.524,0.2,0.8,0.6,6.7,26,7.5,14.8,2016-17,0.474,19.3,0.3,8.6,0.333,9.8,5.9,0.601,7.3,0.377,6.3,8.8,4,24,7.4,10,NBA,13.3,114,1.8,2,10.5,11.3,2.6,Damian Lillard,8.3,6.9,0.082,4.9,0.004,0.138,12.1,0
1378,0,-2.4,17.5,6.8,1,17.5,0.329,4,0.124,0.6,PF,0,0.1,1,0.603,17,1.1,-0.2,0.438,2,0.857,8.6,347,2.2,99,0.1,POR,5.6,7.5,0.353,0.603,0.074,0.3,0.018,3.1,0,3.4,0.4,0.3,0.372,0.083,0.397,0.137,0.6,0.958,0.3,3.3,8.8,15.8,0.471,0.1,1.3,1.6,10.8,24,3,19,2016-17,0.25,5.5,1,3,0.6,10.3,9.6,0.494,0.5,0.444,1,2,-4.6,22,12.1,1.4,NBA,21.6,113,2.8,5,10,1.4,2.4,Meyers Leonard,0.5,-2.2,0.066,3.5,0.05,0.14,6.3,0
1391,1,-1.1,19.3,12.2,0.778,17.7,0.383,22,0.217,0.9,SG,0.3,0.7,1.4,0.261,16.6,0.8,-0.1,0.481,1.7,0.547,11.5,539,6,104,0.8,PHI,9.5,4.4,0.371,0.261,0.111,0.2,0.059,2.3,0,1.7,0.5,1.7,0.456,0.2,0.739,0.383,0.769,0.944,1.7,2.1,9.4,24.5,0.506,0.3,1,0.6,5.7,29,2.8,13.9,2016-17,0.395,8.2,0.4,5.9,0.278,4.3,4.7,0.536,1.3,0.3,2.9,3.7,-2.5,22,6.3,2.6,NBA,10.2,110,2.2,9,8.8,3.3,2.2,Gerald Henderson,1.6,-1.4,0.211,2.8,0.05,0.194,7.5,0
